usableArea,totalArea,bedrooms,bathrooms,floors,yearBuilt,propertyType_SINGLE_HOUSE,propertyType_TOWN_HOUSE,propertyType_APARTMENT,propertyType_VILLA,direction_EAST,direction_WEST,direction_SOUTH,direction_NORTH,direction_NORTHEAST,direction_NORTHWEST,direction_SOUTHEAST,direction_SOUTHWEST,landArea,frontWidth,roadWidth,depth,frontyardArea,backyardArea,lotArea,gardenArea,parkingSpaces,floor,hasPool,hasGym,hasHomeTheater,hasGameRoom,hasSecurityCamera,has24hSecurity,hasSmartLock,hasSecurityDoor,hasGarden,hasPlayground,hasRooftop,hasDishwasher,hasDryer,hasMicrowave,hasOven,hasRefrigerator,hasWasher,walkScore,bikeScore,transitScore,quietness,securityLevel,totalRooms,propertyAge,price
110.09534580790577,123.06551455904103,2,2,3,2010,0,1,0,0,0,0,0,0,1,0,0,0,298.3637658515755,8.687084851857628,8.598985445462338,22.00184718080055,36.11991153997844,176.52787534445713,0.0,0.0,3,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,4.730613841745437,7.6404580539057045,5.913827946584552,4.118577367883573,5.571285613383171,9,15,957517.77
152.93856316791164,160.48418082389264,3,2,1,2005,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,5.5704793124931555,0.0,0.0,0.0,0.0,0.0,2,41,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,7.516729247297383,5.673014131955879,9.084596354835917,6.1764464099506595,5.037007641679516,9,20,1062166.2
145.99787155015173,169.0829601550274,4,2,4,1994,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,5.566278574099005,0.0,19.784039322002386,100.82224062538971,0.0,0.0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2.988943393391142,8.521680736023615,4.510733956530971,8.391547374912587,5.500462733714317,9,31,918891.71
149.95057092835947,159.05133606580785,4,2,1,1992,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0.0,13.163899901453096,0.0,0.0,0.0,0.0,0.0,3,21,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,4.7251828758010905,7.757100393674743,4.66260961471852,7.968259804186265,6.9478714863408095,10,33,1406288.1
50.0,78.98380876928582,1,1,3,1991,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,4.830466530249719,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,5.247300603685768,6.780822544792079,6.688152518504829,6.5029447596067635,7.212322659705018,6,34,340920.33
100.37796503369911,130.95931651959611,3,2,3,2021,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,8.547558258288333,0.0,76.3999471725138,86.227208004479,0.0,0.0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,6.942811797435471,4.474866528435404,5.7302003676820386,8.672848842476906,6.187539652812083,8,4,707951.49
86.13415205897496,122.12966548435833,2,2,2,2019,0,1,0,0,0,0,0,0,0,0,1,0,320.0579507367352,8.66828425102534,2.0,18.73076960823767,3.016096924112837,102.14324257706566,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,5.096963627000532,3.8489999031811277,1.794662893900802,6.394450068501467,5.926365780368605,6,6,711121.83
266.80053828492095,283.2362938029562,5,2,4,1993,0,0,0,1,0,0,0,0,0,1,0,0,385.9238272981129,0.0,3.1165364372381097,0.0,0.9800593358916068,82.0300808417121,630.4138242872265,525.659378189743,3,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,7.512941353311742,6.7352613650068545,6.909221303575331,6.276391558918373,6.179799260117378,11,32,2627791.62
86.76863868836634,131.47915678142485,1,1,4,2025,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,10.1478215988963,0.0,45.82825895489569,218.26049864445426,0.0,0.0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,3.0650674362210157,3.4992707444854227,6.303307517240267,6.2634543351818515,8.17534781007593,3,0,677855.52
182.87317223235627,211.03533784895782,5,2,1,2008,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,7.132438076345631,0.0,9.920504606223254,93.68049601116476,0.0,0.0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,7.041195696997534,5.977060937754787,1.6268103188409122,9.097897176814417,4.989630916982295,7,17,901698.55
50.0,103.54173550475443,2,2,1,2002,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,10.120199665449189,0.0,0.0,0.0,0.0,0.0,3,11,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,7.033024297932961,5.23530138777873,6.1295353525816765,5.567197773128566,5.326022963839418,8,23,415640.24
100.02132698371233,151.5095253646955,3,1,4,1998,0,0,0,1,0,0,0,1,0,0,0,0,249.32967216610263,0.0,9.074204261796572,0.0,0.0,21.045127136011132,230.867335214199,301.16466637448275,2,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,6.01506881954131,4.6049465312773705,4.5110626739256485,8.465205094481641,6.124679352148446,5,27,1309373.36
50.0,83.30893880987692,2,1,4,2016,0,1,0,0,0,0,0,1,0,0,0,0,187.6613770295026,9.663642692001533,7.431062922062422,8.72980983217649,21.253311302322064,58.30233256202308,0.0,0.0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,6.286423695084711,8.880918674878421,2.0823176150644835,8.3840176231146,4.723960941898258,5,9,347459.74
129.64712246596036,170.90662307684138,3,2,1,2014,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,2.0,0.0,27.173367718936962,74.49484651041925,0.0,0.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,6.041029303013154,6.5677824495832295,4.569993834778871,5.5135328242856545,5.283015525230091,10,11,824572.8
210.667875809157,213.50864178557586,4,2,5,1998,0,0,0,1,0,0,0,0,0,0,0,1,83.5537715840003,0.0,5.617947175792736,0.0,16.167261763613844,152.76413706340497,126.56895110597907,619.6322035363661,4,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,4.477058640444533,6.341236090505279,2.38609837041433,6.6535412306560815,6.203110475957855,9,27,3058292.88
75.41427397291505,80.92241947481132,2,1,4,2001,0,0,0,1,0,0,0,1,0,0,0,0,97.84849341737393,0.0,2.6229287724014396,0.0,50.92715577372095,0.0,1030.1694700048338,0.0,2,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,4.962006810670311,7.298123454938025,7.705911163086347,6.996737203056598,5.832927270097954,6,24,992808.32
159.47743940539857,158.96146972048373,3,2,5,2019,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,2.0,0.0,34.77887343330464,73.2901100103726,0.0,0.0,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,5.4003119267296045,5.061678678136067,3.909970128174078,4.715418734958356,3.6008213457956146,8,6,1087026.28
158.72134637094766,178.17741332063852,3,1,4,2021,0,1,0,0,0,0,1,0,0,0,0,0,123.4031821011096,6.76922253086515,9.806766788960685,8.12824550147822,0.8030869437925396,67.80799993871162,0.0,0.0,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,6.431503874866042,3.6958849237091953,5.894965667372986,7.419588861861397,5.252559693334192,7,4,1149048.84
152.01424526592558,168.59126027131978,4,2,4,2009,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,4.9063750514563065,0.0,0.0,95.95771296557626,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,7.349509469770449,6.119837834577525,5.065716338418494,4.928574318837488,4.9080800032744945,11,16,839116.15
108.68549357420768,102.05065001403219,2,2,1,2025,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,13.340534049726868,0.0,5.5685214800335245,72.06932729779413,0.0,0.0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,4.642847616071286,6.850670979986385,7.005491420406237,6.672548832233766,4.386703868232004,6,0,912260.78
112.24442374112378,131.33068059131966,2,2,5,2025,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,12.570505530684816,0.0,3.965899082300634,58.29094299926909,0.0,0.0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,3.748524024693859,6.941247277538461,5.7207465384542875,7.017012626074408,6.386925023855202,9,0,677395.77
126.7883540662202,144.21576098882588,2,2,2,1996,0,0,0,1,0,0,0,0,0,0,0,1,229.75277054338477,0.0,15.408740611202411,0.0,14.50634566971948,158.75762666865035,0.0,130.7392112240896,4,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,5.134226986964384,5.050296140334163,5.206535720270124,7.959383973195841,5.417058678592273,6,29,1629807.57
130.35619871450115,180.68442428900596,2,2,5,2000,0,1,0,0,0,1,0,0,0,0,0,0,103.55026510162193,2.3123180416592537,12.560952764274242,18.846805377592528,43.31410971298958,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,8.950431911896398,5.42227060667058,5.248673026260611,4.969449321208903,5.0640153636528655,5,25,716965.39
127.8305722652536,139.7137724453632,2,1,1,1997,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,4.6911663342777405,0.0,0.0,0.0,0.0,0.0,2,48,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,5.968452929576317,4.001595556751486,5.1851529591126635,6.004184598904077,6.340699845114118,4,28,1016496.32
158.95008341387387,197.14794935413033,3,2,4,2014,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,2.6227548245713344,0.0,50.61767657163415,114.99266697420506,0.0,0.0,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,6.68000598511885,2.957591157380728,4.6630677657418556,5.7762475915906,5.4431858826309405,10,11,1120077.26
113.67911788615001,158.87163482082906,3,2,2,1994,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,9.516640998396568,0.0,0.0,79.97879894581177,0.0,0.0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,5.990923038506255,7.822668012847751,3.4343864170107827,5.220459506020267,2.956697758925266,5,31,821626.64
147.33474046649354,115.6609511786123,3,2,3,1990,0,1,0,0,0,0,0,0,0,0,1,0,204.56685650978824,5.205729806567086,5.84856483730524,21.020788227692496,37.013324260210766,83.37945262211122,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,2.5894642256996163,4.902327966691804,3.8821471288330995,3.241212706904233,5.554027330027036,9,35,874879.73
135.21789244815523,153.9728307442121,4,2,1,2005,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0.0,14.161200741236314,0.0,0.0,0.0,0.0,0.0,1,14,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,7.425176727762034,8.56168286566069,5.182793892469352,6.170100242652287,6.318470228565667,9,20,1304759.6
63.912671417750225,60.0,1,1,3,2018,0,0,0,1,0,0,0,0,0,0,1,0,74.9591948578967,0.0,4.419801361486842,0.0,6.0846620457474,132.89360577091543,1350.3960523282267,510.2209327295943,2,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,6.599638354513665,8.270696099283578,4.67450929701352,9.643891532466615,6.919369226526993,3,7,947266.79
74.21441344085306,87.22495883176178,2,2,4,2022,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,8.312381487313484,0.0,4.3688257760279505,131.99616523095375,0.0,0.0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,3.353182229710894,3.2194606196379465,7.393981371629648,5.718130608613922,7.766548860885903,5,3,483416.1
148.36800436390732,161.18802689525228,3,1,3,2012,0,0,0,1,0,0,0,0,0,0,1,0,146.02229498460358,0.0,9.220075825178775,0.0,5.2944916693270265,88.44240115091975,1214.2324378558335,921.2861432724903,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,5.217436636968984,9.394894700513113,7.303818271434237,8.417601916509463,7.179569680643486,7,13,2724040.77
144.22093585258673,140.64172404347133,4,2,1,2008,0,1,0,0,1,0,0,0,0,0,0,0,122.13200407931654,7.51014196033883,2.6305947250970876,14.669871129989861,38.562452382822535,56.1992484178469,0.0,0.0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,6.598921371524608,4.8856435765501995,4.839281638927091,4.378284550810072,6.084040939666243,10,17,960309.14
174.12025850649408,244.07730213202697,4,3,1,2015,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,3.760990873448903,0.0,0.0,0.0,0.0,0.0,2,31,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,4.5465558008718485,6.428996729221981,7.605848398952869,6.760188465862672,4.802024452866499,11,10,1220311.58
50.0,105.6637734041056,2,2,1,1992,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,3.267908830134721,0.0,0.0,0.0,0.0,0.0,0,3,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,5.783580791151012,6.125347151067544,9.417159283658833,7.429731471546223,6.538077108414827,4,33,404022.0
150.68628857346204,174.517905786617,4,2,5,2025,0,1,0,0,0,0,0,0,0,0,1,0,267.6082730757283,6.393245111943429,5.021381264055705,26.41038215436404,5.150229657552934,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,2.871800307532591,9.008672700934211,7.017223421389833,6.077800654627241,5.054091999922816,10,0,998890.95
50.0,99.94523443487917,2,2,1,2021,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,15.528417093222995,0.0,0.0,0.0,0.0,0.0,1,4,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,5.032237549917877,5.790348332413178,7.464902464445192,7.331461836646321,5.183058854392584,7,4,387637.07
117.19037559402467,137.8709408258797,2,1,5,2002,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,10.170975611159305,0.0,67.1537395053625,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,6.591953378911295,6.0511351216602804,7.519786509197669,7.287277544790352,4.295644594545112,4,23,590760.54
50.0,60.0,1,1,1,1991,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,9.83192106896784,0.0,58.00627894216566,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,6.237296783509564,6.734965938489378,5.212874944297691,5.318374482375886,4.88459899924571,2,34,356296.85
187.4140957621549,218.10755029689744,5,3,2,1992,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,14.75846746078988,0.0,61.842322710432086,7.817555520253713,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,5.383330947931062,7.428655236539171,7.353937650066994,7.046831196806949,6.73355915512131,9,33,1540276.34
77.05952919896612,164.75398064906796,2,2,1,2000,0,1,0,0,1,0,0,0,0,0,0,0,329.06465694488327,8.232099716781994,13.922216061258773,23.79184434434934,0.8890877380819688,35.289488519475654,0.0,0.0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,3.226262888291399,5.878818784147322,5.047507601691077,5.129094318050987,5.901865837340685,6,25,526740.46
228.7288042008896,302.01050559000896,5,3,5,1998,0,1,0,0,0,0,0,0,1,0,0,0,81.39847605787361,5.292669679111459,8.503984741758737,11.568988312981242,0.0,128.26951567198716,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,5.290919302757602,4.828858071429422,3.8138085855255603,3.4756858336004934,5.286809729606082,9,27,1146379.62
130.51003968701377,127.01736925385089,3,1,1,1993,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,12.26887562316275,0.0,0.0,0.0,0.0,0.0,2,7,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,9.208526144068127,4.534107879768809,10.0,6.9009105103207435,3.9237383103360166,8,32,1021267.69
162.16415801607388,171.7350348473847,4,3,2,2022,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,3.375801898738956,4.8888068904988256,6.231816293276376,7.185483519537891,5.7899173700842175,11,3,1022685.68
148.67517059321864,177.71269113464297,4,3,5,2015,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,10.213482028786652,0.0,22.38830643627166,0.0,0.0,0.0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,5.747022959075752,6.842319986503189,5.102545698758818,6.790439288437406,3.910016820982886,12,10,763712.1
209.8792703118064,221.93811078561228,4,3,5,2011,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,15.259229028413028,0.0,0.0,0.0,0.0,0.0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6.8310974468842325,3.800529707014105,4.38837411692077,7.044696367797119,7.101503274529423,9,14,2151366.79
118.51808058648335,130.76177922298075,2,1,1,1991,0,0,0,1,0,1,0,0,0,0,0,0,80.26033474705993,0.0,10.672798227679545,0.0,53.34647841811269,90.87694833686848,1182.6323099749882,281.1334600545043,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,5.864297976100494,4.781132798362743,5.237450935659434,7.088323742882195,4.335042818353564,6,34,1403936.29
62.91424586013291,129.59418246046363,1,1,5,2001,0,0,0,1,0,0,0,0,0,0,0,1,248.83184165885007,0.0,9.701064363164413,0.0,40.72989697778071,130.74627552712346,825.8226800366532,500.9612466020044,2,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,5.192645046647334,4.798614694959368,2.49594469165038,6.329691509828905,7.549304559911761,4,24,809703.29
60.705892363333454,60.0,2,2,4,1994,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,5.212815422969703,0.0,56.42997312023357,69.25531217719848,0.0,0.0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,5.300581946988252,3.6240844843972657,4.779901419126444,8.42684719720108,6.60467258292616,9,31,388719.53
74.14128771207533,64.61084853285982,2,1,5,2008,0,0,0,1,0,0,1,0,0,0,0,0,399.5138966808024,0.0,4.184989947436706,0.0,13.383298230690688,91.69373294826835,799.6552714269831,0.0,3,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,5.43633095974695,6.5949262158595765,5.5791636176254364,5.427643088568039,7.811978536549182,4,17,1135573.51
122.63250308054606,195.11515766372264,3,1,4,2022,0,1,0,0,0,0,1,0,0,0,0,0,265.0096916481383,5.856647764329674,6.7208020974504645,4.141737675539067,23.141438679763148,0.0,0.0,0.0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,5.004703989069224,7.769381313560638,5.185487681379902,6.51129193500532,3.9098178941581447,7,3,1004450.98
137.5317377924107,157.27934565090007,3,2,4,2008,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,2.0,0.0,24.163457043464646,50.94451792779438,0.0,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,6.665076520980335,5.8323854078852175,6.7668147485787,7.598863218622778,5.545770700171561,6,17,942401.3
107.02774854940596,164.663087356722,2,1,1,2015,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,4.763811233529262,0.0,0.0,0.0,0.0,0.0,1,35,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,7.126880870099981,6.906997180913613,7.002384140163045,7.310978964906771,5.819080969173245,3,10,753175.15
127.76172904197779,133.49916915614932,2,1,4,2001,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,2.9388890163367893,0.0,28.068323912232042,26.91601410779191,0.0,0.0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,3.101982751293767,8.676021133333528,7.093151685577352,6.749372147256981,5.487839768662547,8,24,812624.81
197.6484673631454,219.96642811962718,5,2,3,2022,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,4.651791503016165,0.0,0.0,0.0,390.96776897137715,127.69580550240187,4,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,6.891342196396511,6.684223539943744,2.2126874795788343,7.245273548994302,6.137552773924106,12,3,2536131.23
50.0,95.49867511503906,2,2,1,2024,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0.0,3.575049976658688,0.0,0.0,0.0,0.0,0.0,0,24,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,7.4230528030122525,5.619077312509434,5.946323142167232,6.721050468960533,5.554312878147176,8,1,381976.06
92.42925068791887,132.8375262462303,2,2,2,1996,0,0,0,1,0,0,1,0,0,0,0,0,363.65022620241587,0.0,10.002960154482672,0.0,4.543349331343762,0.0,490.9460715713948,5.317395053038126,4,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,9.517508796432663,4.585317558841654,4.108256423953939,6.716209069651709,7.1497243597132805,8,29,1177222.34
171.31296134542342,159.78505136895552,4,2,3,2000,0,0,0,1,0,0,0,0,0,1,0,0,284.3061771780799,0.0,2.0,0.0,19.392961978895194,93.44789984009722,768.1313244594824,588.747654989103,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,3.1923483783193625,6.87230586332785,7.875900122634922,9.485200867499572,5.530542662984994,6,25,2487722.7
66.69695733719936,81.94943467536896,2,1,1,2023,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,5.291851019473935,0.0,0.0,0.0,0.0,0.0,2,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,7.141265087990186,3.8689693472309408,4.9548755119171695,6.550760680053648,5.11779856151124,6,2,540971.35
171.88808820616362,209.6237963279877,4,2,3,1999,0,1,0,0,0,1,0,0,0,0,0,0,203.34829118130048,5.300535506724007,5.2960248985102485,12.469631147266783,9.730203642055216,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,3.952301386308881,4.089595051780314,3.837173812739803,4.013210696557222,5.063214080952311,9,26,990356.31
98.7599686739396,124.44460151541124,3,2,1,2010,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0.0,3.2385453070249284,0.0,0.0,0.0,0.0,0.0,0,21,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,7.8736414109974024,2.9343368583419647,9.483332211057679,4.215024709999032,5.969044465173335,5,15,793467.8
90.75348545996341,97.46032747921332,2,2,1,1992,0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,4.212227117509427,0.0,0.0,0.0,0.0,0.0,0,15,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,9.02168754189209,7.085777474145041,10.0,4.875328063604223,4.453262650817558,5,33,765773.05
110.32189422325116,87.22832741160072,2,2,1,1990,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,8.18074948661062,0.0,43.22229992799679,21.189700103380332,0.0,0.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,5.527491913744016,6.304569154466927,7.0607920644338495,7.074815945035797,6.918761024007645,7,35,719960.01
128.63933368657354,123.9154437859615,3,2,1,1990,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,6.482931146108494,0.0,0.0,0.0,0.0,0.0,1,15,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,9.234974106640449,8.52245354840892,7.290068494738694,5.815295797277638,5.921890186390815,7,35,983168.02
